,st_dens,st_logg
7625,1.6753,4.46
7628,1.2778,4.41
7643,2.0505,4.49
7645,0.4823,4.17
7651,3.7521,4.65
7654,2.1107,4.52
7658,3.2399,4.64
7659,3.4909,4.63
7665,0.6465,4.28
7668,0.7929,4.31
7678,3.274,4.62
7686,3.9021,4.66
7688,2.5644,4.58
7693,4.366,4.68
7698,3.5278,4.67
7700,2.4183,4.53
7711,1.9668,4.48
7716,2.269,4.52
7720,0.9065,4.31
7747,3.0453,4.63
7755,2.2095,4.52
7756,2.898,4.61
7761,1.572,4.46
7766,0.6207,4.32
7774,3.02,4.58
7775,2.091,4.49
7782,0.6072,4.2
7805,3.4128,4.62
7811,2.5839,4.57
7815,2.5234,4.54
7835,1.5543,4.46
7840,0.3296,4.13
7850,6.1274,4.76
7863,1.9396,4.52
7868,1.4775,4.44
7870,1.8841,4.53
7876,2.6917,4.59
7885,1.3722,4.43
7893,2.8153,4.58
7899,6.6405,4.77
7908,1.9193,4.52
7912,1.1989,4.4
7915,3.0671,4.61
7919,1.4896,4.45
7921,1.5632,4.47
7922,2.154,4.41
7924,1.868,4.5
7925,2.1928,4.56
7933,0.3669,4.14
7938,13.2361,4.91
7962,1.4754,4.46
7973,0.7026,4.28
7984,2.8596,4.59
7991,0.4315,4.11
8001,1.0501,4.38
8011,0.717,4.26
8020,0.8249,4.31
8022,0.6815,4.3
8029,3.437,4.64
8043,1.38,4.5
8044,1.508,4.45
8053,3.217,4.35
8054,3.07,4.36
8055,0.9009,4.33
8057,0.85,4.33
8071,2.0593,4.51
8073,2.2868,4.53
8082,5.5611,4.74
8093,1.541,4.51
8094,1.68,4.48
8097,1.7295,4.49
8102,0.457,4.04
8103,0.2697,3.97
8104,0.33,4.07
8113,0.2497,3.93
8117,0.806,4.02
8120,2.114,4.54
8132,3.515,4.61
8134,3.1702,4.64
8137,0.51,4.15
8138,0.8891,4.32
8139,0.6,4.25
8143,0.987,4.27
8144,1.23,4.4
8145,0.7764,4.27
8150,1.84,4.48
8151,2.17,4.54
8153,1.6992,4.46
8154,1.655,4.54
8162,2.663,4.53
8164,1.43,4.46
8165,2.3099,4.58
8174,2.1894,4.51
8182,5.297,4.72
8188,2.2269,4.53
8192,2.251,4.62
8196,2.4784,4.55
8203,0.8463,4.29
8214,6.532,4.63
8224,3.8142,4.68
8227,3.6518,4.64
8231,6.939,4.68
8236,11.4978,4.88
8237,3.7157,4.64
8242,4.511,4.69
8248,11.05,4.85
8252,8.2604,4.82
8255,9.58,4.86
8257,8.7769,4.83
8260,3.1402,4.61
8267,2.903,4.66
8272,2.211,4.65
8274,1.258,4.38
8279,3.0048,4.61
8280,10.6628,4.87
8289,1.7201,4.5
8292,2.7225,4.57
8297,2.23,4.62
8298,2.71,4.62
8302,2.8222,4.62
8309,0.0264,3.3
8315,6.6302,4.77
8316,2.67,4.63
8317,3.52,4.66
8318,3.3836,4.68
8321,2.0028,4.48
8322,2.71,4.54
8325,6.6637,4.77
8327,13.0,4.82
8328,2.0332,4.53
8329,2.064,4.54
8335,2.02,4.5
8336,1.7415,4.48
8340,2.477,4.54
8344,3.2418,4.61
8350,1.133,4.4
8351,1.3644,4.43
8353,1.477,4.45
8356,3.164,4.62
8357,3.05,4.58
8360,2.595,4.56
8361,3.86,4.62
8369,12.4895,4.9
8372,2.352,4.92
8377,4.2353,4.67
8378,2.9426,4.59
8382,4.0477,4.66
8383,3.9322,4.66
8391,1.8911,4.49
8395,8.0356,4.81
8398,6.6687,4.77
8399,3.1668,4.62
8403,6.736,4.8
8407,3.4945,4.63
8411,4.8797,4.71
8414,3.25,4.61
8416,5.41,4.73
8419,2.9996,4.58
8425,2.6845,4.57
8429,1.6793,4.48
8433,1.5753,4.46
8437,2.7842,4.63
8441,2.96,4.61
8447,1.9306,4.53
8453,1.9772,4.49
8457,2.3026,4.54
8464,0.2279,3.92
8465,2.0824,4.53
8472,0.4229,4.11
8479,0.606,4.24
8482,0.5135,4.17
8485,1.2704,4.39
8494,1.4983,4.45
8501,2.4124,4.53
8507,1.27,4.42
8520,2.1811,4.56
8525,1.3809,4.43
8529,2.129,4.5
8531,3.21,4.62
8538,0.3256,4.03
8540,1.2831,4.4
8545,0.3326,4.03
8547,2.1405,4.57
8552,3.3495,4.66
8557,7.0732,4.79
8571,3.039,4.3
8572,3.8648,4.72
8578,3.375,4.58
8584,2.639,4.38
8585,1.1724,4.38
8587,2.256,4.58
8594,2.5024,4.59
8601,1.4741,4.44
8611,2.7793,4.62
8613,6.966,4.59
8621,2.1067,4.56
8626,1.1828,4.39
8638,1.6823,4.48
8647,0.8365,4.3
8651,2.0723,4.54
8661,1.76,4.49
8667,2.1846,4.55
8676,1.4816,4.45
8682,1.6555,4.46
8687,2.19,4.55
8690,5.975,4.57
8693,1.4646,4.45
8695,1.532,4.46
8704,0.7503,4.28
8706,1.4805,4.46
8710,1.09,4.42
8715,0.1985,3.89
8719,1.7875,4.51
8720,1.16,4.5
8724,2.5964,4.6
8733,2.9284,4.6
8740,2.2319,4.54
8745,1.8734,4.51
8749,1.7501,4.49
8755,2.6548,4.6
8761,0.7014,4.25
8764,0.7546,4.26
8768,2.3935,4.57
8770,1.859,4.52
8775,2.177,4.56
8779,2.2512,4.53
8787,3.1676,4.61
8789,1.9422,4.52
8796,2.3847,4.57
8799,4.445,4.64
8802,2.5932,4.55
8809,0.6421,4.22
8810,1.08,4.25
8811,1.0303,4.36
8816,1.3408,4.43
8822,2.7684,4.58
8824,2.59,4.63
8827,2.3,4.57
8831,0.7747,4.28
8835,1.2128,4.4
8838,0.7255,4.25
8843,3.6555,4.64
8853,1.4581,4.45
8855,3.061,4.4
8858,1.2859,4.41
8863,1.25,4.37
8864,1.3489,4.45
8868,1.5508,4.47
8875,2.7353,4.63
8878,0.2199,3.89
8881,1.7234,4.48
8884,1.6636,4.48
8890,4.3519,4.72
8891,2.5576,4.59
8895,2.38,4.56
8900,0.6471,4.23
8905,1.2113,4.39
8909,0.782,4.27
8910,0.8632,4.31
8912,2.6889,4.59
8914,3.1721,4.64
8917,0.8217,4.31
8919,0.888,4.34
8920,0.144,4.24
8921,0.663,4.27
8923,0.0775,4.11
8927,19.1505,4.98
8929,0.89,4.29
8938,1.0885,4.36
8941,4.3295,4.68
8944,3.11,4.65
8947,10.3417,4.86
8948,0.3525,4.05
8955,2.1153,4.56
8957,1.0187,4.36
8960,1.6808,4.48
8962,2.0381,4.48
8966,1.8265,4.51
8969,0.3173,4.0
8973,15.3128,4.94
8976,14.6,4.94
8978,1.8968,4.5
8980,5.7438,4.74
8983,2.0402,4.52
8989,1.0157,4.33
8992,2.7107,4.57
8995,1.9484,4.47
8997,5.5665,4.74
8999,0.566,4.18
9005,1.0072,4.35
9013,5.2862,4.72
9015,0.3335,4.06
9016,0.4005,4.15
9018,0.405,4.11
9019,0.35,4.21
9022,0.346,4.04
9023,0.2592,3.94
9025,1.9308,4.52
9027,2.02,4.51
9030,6.61,4.78
9031,6.3823,4.76
9037,1.6458,4.47
9041,0.98,4.42
9045,3.9625,4.66
9046,2.79,4.58
9047,2.4264,4.54
9052,2.2994,4.55
9060,0.4968,4.16
9062,1.13,4.18
9065,1.7647,4.49
9071,2.04,4.6
9072,0.8778,4.31
9085,1.8862,4.48
9093,1.2904,4.41
9094,2.284,4.37
9097,2.3968,4.58
9103,2.577,4.53
9106,1.8068,4.49
9114,0.037,4.55
9118,2.98,4.61
9119,2.9889,4.63
9129,2.7372,4.59
9140,0.505,4.49
9141,1.5761,4.44
9149,1.5314,4.46
9152,6.936,4.48
9158,0.413,4.17
9159,0.2776,3.96
9164,1.8632,4.51
9165,1.13,4.46
9166,10.8,4.93
9167,11.5115,4.88
9173,15.2,4.93
9176,0.8,4.21
9178,0.6137,4.19
9180,0.259,4.26
9182,1.5975,4.42
9185,4.354,4.59
9188,1.442,4.47
9190,1.4344,4.43
9198,2.861,4.56
9199,1.8536,4.48
9202,3.91,4.67
9203,3.2979,4.62
9204,2.6574,4.6
9205,2.512,4.4
9211,3.4133,4.63
9212,1.217,4.4
9214,1.3707,4.43
9215,8.1,4.85
9218,14.2,4.96
9219,5.1242,4.72
9221,0.5412,4.11
9224,1.24,4.39
9230,2.9,4.63
9232,2.4162,4.58
9234,2.8832,4.58
9236,0.4555,4.14
9238,0.485,4.23
9241,19.995,4.99
9243,1.7738,4.5
9244,1.77,4.5
9248,1.0469,4.36
9249,1.14,4.33
9252,1.6882,4.48
9254,0.8926,4.31
9258,3.043,4.63
9260,2.1883,4.52
9263,4.6054,4.69
9274,4.95,4.66
9275,5.04,4.73
9279,4.78,4.7
9280,5.05,4.73
9281,1.0336,4.33
9283,1.66,4.48
9285,2.11,4.54
9288,2.202,4.6
9294,1.1929,4.38
9299,45.7445,5.15
9302,32.6,5.09
9304,28.2705,5.05
9307,10.8265,4.87
9309,11.5829,4.88
9312,4.4934,4.69
9316,1.6208,4.46
9323,1.8328,4.49
9331,2.0622,4.53
9332,22.4594,5.01
9333,16.9018,4.96
9336,3.9728,4.66
9340,3.5787,4.63
9343,4.8648,4.71
9346,5.3137,4.73
9350,14.6391,4.93
9353,2.8073,4.57
9355,2.1274,4.54
9357,2.3,4.57
9362,0.6537,4.06
9364,0.34,3.84
9368,0.5429,4.19
9372,1.2267,4.4
9375,15.3632,4.94
9379,0.8448,4.3
9385,0.509,4.17
9390,0.7234,4.27
9392,2.5254,4.59
9400,0.7637,4.27
9403,4.0504,4.69
9409,2.8487,4.6
9412,0.502,4.17
9413,0.675,4.18
9414,0.5,4.17
9416,0.41,4.11
9425,0.43,4.2
9426,0.5942,4.21
9428,0.9818,4.33
9433,1.0553,4.36
9435,1.241,4.41
9441,6.0283,4.75
9446,4.4323,4.68
9449,4.8116,4.7
9454,2.9394,4.61
9460,4.1215,4.69
9461,1.7591,4.47
9465,2.6123,4.6
9471,2.0272,4.49
9481,1.5703,4.47
9486,1.2919,4.42
9488,1.7783,4.51
9491,1.2913,4.41
9496,7.8097,4.81
9497,1.6598,4.48
9499,2.3508,4.58
9503,1.5948,4.48
9506,1.8488,4.51
9514,2.528,4.57
9516,2.99,4.62
9518,1.17,4.38
9525,2.013,4.54
9532,4.0165,4.69
9535,3.5529,4.67
9539,2.2171,4.57
9545,1.8056,4.48
9553,1.3229,4.41
9558,2.7451,4.6
9563,1.542,4.46
9568,0.4307,4.11
9572,1.8278,4.52
9576,0.3983,4.08
9580,1.0872,4.38
9584,2.7944,4.58
9589,2.7888,4.6
9592,2.103,4.51
9595,1.21,4.35
9598,0.9036,4.31
9602,0.5568,4.17
9607,3.2429,4.63
9613,2.2977,4.57
9618,1.8825,4.49
9622,11.2004,4.88
9626,2.4877,4.57
9629,1.5989,4.48
9634,4.0888,4.67
9637,1.5776,4.46
9641,0.6306,4.2
9646,0.04,3.44
9649,0.036,3.44
9653,1.4613,4.44
9655,0.2222,3.89
9659,1.2674,4.41
9660,1.1854,4.39
9663,2.6669,4.56
9669,1.7172,4.46
9670,1.3762,4.41
9674,1.4742,4.44
9676,0.7489,4.27
9679,2.8152,4.57
9687,9.3496,4.84
9690,3.0327,4.6
9693,0.7671,4.27
9698,1.7598,4.5
9700,4.5592,4.69
9706,2.1676,4.53
9710,1.5656,4.47
9711,1.5807,4.47
9714,2.2946,4.56
9718,0.6792,4.23
9721,0.5522,4.17
9723,0.8193,4.26
9725,2.1828,4.5
9726,2.2913,4.52
9729,31.3894,5.07
9730,30.3,5.07
9732,4.5822,4.69
9733,4.1822,4.67
9735,4.99,4.74
9741,4.8173,4.7
9744,2.5826,4.57
9752,4.3988,4.68
9762,0.3218,4.02
9768,2.1289,4.5
9775,0.6011,4.22
9780,2.0406,4.51
9788,2.6926,4.58
9794,2.5353,4.55
9799,4.4048,4.7
9807,2.5518,4.55
9812,0.1602,3.83
9815,0.22,3.98
9819,1.8049,4.46
9820,2.29,4.55
9824,3.3609,4.62
9834,2.3506,4.53
9839,2.9868,4.6
9843,2.0093,4.51
9851,4.0008,4.71
9858,1.8472,4.52
9862,0.99,4.07
9866,0.4579,4.11
9875,1.4326,4.45
9882,3.007,4.61
9888,0.7132,4.25
9893,1.9754,4.53
9904,0.2991,4.0
9906,3.2849,4.65
9913,5.0514,4.71
9917,0.34,4.03
9922,2.3964,4.57
9932,6.242,4.76
9936,12.2977,4.9
9942,1.2659,4.42
9951,1.4696,4.47
9956,0.4552,4.12
9962,2.2379,4.54
9963,2.5,4.47
9967,0.5402,4.15
9977,2.3633,4.55
9986,1.9074,4.51
9994,2.5172,4.57
9995,4.4018,4.68
10003,2.2912,4.56
10012,2.3519,4.53
10020,2.1608,4.54
10021,0.4551,4.11
10024,0.59,4.21
10029,7.1813,4.79
10036,4.8929,4.71
10037,12.7134,4.9
10045,3.3079,4.62
10051,3.74,4.65
10052,10.3669,4.86
10058,1.12,4.84
10065,8.0547,4.81
10068,0.279,3.22
10073,0.0222,3.26
10076,0.0222,3.26
10086,0.633,4.13
10087,0.66,4.23
10088,0.5067,4.17
10089,0.099,3.81
10092,0.0789,3.62
10094,0.078,3.67
10098,0.6206,4.25
10101,0.9765,4.34
10104,0.889,4.32
10110,0.104,3.7
10111,0.101,3.73
10114,0.168,3.89
10115,0.1756,3.87
10117,0.495,4.17
10119,0.645,4.23
10120,0.4356,4.11
10124,0.5314,4.2
10125,0.514,4.17
10126,0.51,4.17
10127,8.878,4.83
10129,0.6483,4.25
10131,0.679,4.25
10134,0.518,4.22
10135,0.4955,4.21
10137,0.2999,4.05
10140,0.3111,4.06
10145,0.5115,4.22
10146,0.376,4.13
10153,0.3,4.5
10155,0.2662,3.99
10157,0.641,4.29
10158,0.66,4.31
10160,0.7603,4.38
10162,0.5775,4.28
10163,0.468,4.17
10166,1.6923,4.5
10167,1.349,4.42
10173,0.52,4.18
10176,0.4745,4.16
10178,0.603,4.25
10179,0.744,4.29
10182,0.452,4.15
10184,0.56,4.2
10185,0.565,4.21
10189,0.411,4.11
10191,0.4158,4.12
10194,0.44,4.12
10196,0.387,4.07
10198,0.3819,4.09
10199,0.39,4.07
10201,0.3693,4.1
10202,0.42,4.5
10206,0.419,4.15
10210,0.369,4.08
10212,0.5339,4.16
10214,0.37,4.08
10216,23.6143,5.02
10217,0.2702,4.09
10220,0.2862,4.11
10222,113.6178,5.6
10226,7.7869,4.4
10228,7.7869,4.4
10229,6.6032,4.42
10232,7.7869,4.4
10236,0.8097,4.42
10238,0.8097,4.42
10239,0.7777,4.26
10242,0.3154,4.42
10247,0.3558,4.44
10249,0.4228,4.11
10251,0.3558,4.44
10252,0.4887,4.17
10254,0.3558,4.44
10257,0.2112,4.16
10258,0.3202,4.16
10260,0.4129,4.16
10262,0.2085,3.9
10263,0.4129,4.16
10264,0.2795,4.16
10266,0.2112,4.16
10269,0.4129,4.16
10270,0.2112,4.16
10272,1.6354,4.47
10277,0.2323,3.99
10279,0.1218,3.74
10281,0.1454,4.26
10283,0.1409,4.42
10284,0.2328,4.42
10286,0.1491,3.81
10288,0.128,4.26
10289,0.1409,4.42
10293,0.2328,4.42
10294,0.1409,4.42
10532,0.472,4.34
10536,0.47,4.34
10537,0.6183,4.25
10539,0.4737,4.31
10541,0.4742,4.19
10547,0.4742,4.19
10548,0.4742,4.19
10549,11.9284,4.46
10552,11.9284,4.46
10554,11.9284,4.46
10558,0.99,4.32
10559,12.0347,4.32
10567,0.4963,3.87
10569,0.4963,3.87
10578,0.4963,3.87
10579,0.4004,3.87
10584,0.6447,4.52
10592,0.6447,4.52
10593,1.5017,4.45
10600,0.9012,4.32
10601,0.0063,4.47
10605,0.0174,4.47
10606,0.0174,4.47
10609,0.3977,4.47
10610,0.0174,4.47
10612,0.3977,4.47
10613,0.3977,4.47
10614,0.0097,4.47
10619,0.8821,4.49
10620,1.1516,4.49
10625,0.8821,4.49
10626,0.873,4.18
10628,0.9328,4.33
10629,1.1516,4.49
10630,0.8821,4.49
10632,0.6907,4.18
10634,1.1516,4.49
10637,2.0822,4.54
10638,1.5415,4.45
10644,2.0822,4.54
10646,2.0822,4.54
10649,2.0943,4.54
10651,0.3617,4.42
10652,0.3584,4.42
10655,0.3617,4.42
10658,0.3617,4.42
10659,0.8,4.3
10662,1.5285,4.54
10663,0.6988,4.25
10664,8.5536,4.54
10667,8.5536,4.54
10669,1.5285,4.54
10670,8.5536,4.54
10672,0.9459,4.55
10676,1.0627,4.32
10678,1.0425,4.38
10683,1.249,4.38
10684,1.0493,4.32
10685,1.4034,4.38
10686,1.1823,4.38
10690,1.4034,4.38
10691,1.249,4.38
10692,1.1823,4.38
10693,0.7662,4.38
10698,0.7265,4.38
10699,0.8129,4.3
10700,0.0407,4.32
10701,1.0711,4.38
10703,0.7265,4.38
10709,0.7265,4.38
10710,1.0711,4.38
10712,1.2099,4.32
10713,1.0425,4.38
10714,0.7662,4.38
10715,1.1885,4.32
10717,1.2223,4.32
10719,1.0576,4.32
10721,5.1259,4.52
10723,1.0642,4.36
10724,5.1259,4.52
10725,5.0782,4.4
10726,1.88,4.47
10727,5.1259,4.52
10729,8.9,4.77
10734,3.3378,4.99
10735,3.3378,4.99
10736,3.3378,4.99
10737,8.4216,4.82
10738,83.591,5.52
10741,84.1,5.52
10744,1.87,4.5
10745,1.1166,4.33
10746,0.0077,4.55
10752,0.3189,4.31
10753,0.8182,4.3
10755,2.2,4.52
10756,0.8528,4.58
10757,2.0305,4.48
10763,0.7707,4.25
10765,0.8505,4.25
10767,0.6501,4.25
10768,0.6501,4.25
10770,0.6659,4.23
10773,0.2884,4.25
10774,0.8505,4.25
10775,0.2884,4.25
10776,0.572,4.2
10778,2.7477,4.57
10784,0.654,4.23
10785,0.6501,4.25
10788,0.7768,4.23
10791,0.2884,4.25
10793,0.5563,4.23
10794,0.8505,4.25
10795,0.7707,4.25
10796,0.7707,4.25
10800,11.6719,4.55
10802,2.3967,4.54
10803,11.6719,4.55
10806,11.6719,4.55
10809,8.1647,4.58
10811,1.68,4.47
10814,1.5705,4.44
10821,14.276,4.92
10828,1.2882,4.34
10831,1.029,4.34
10832,1.2882,4.34
10836,1.3158,4.35
10838,1.2708,4.35
10841,1.2882,4.34
10842,1.068,4.34
10843,1.2483,4.34
10844,1.2483,4.34
10847,1.2483,4.34
10849,1.1079,4.37
10857,0.44,4.12
10860,0.7863,4.12
10861,0.6339,4.12
10862,0.4401,4.12
10864,0.2361,4.12
10868,0.2559,4.12
10870,0.24,4.12
10872,0.3946,4.08
10876,0.4401,4.12
10877,0.2361,4.12
10878,0.2361,4.12
10880,0.4401,4.12
10881,0.7863,4.12
10885,0.7863,4.12
10887,0.3117,4.22
10889,0.3125,4.04
10890,0.3117,4.22
10895,0.3117,4.22
10896,0.3935,4.25
10899,0.1919,4.55
10900,1.6706,4.55
10903,0.0338,4.55
10905,2.2402,4.56
10906,0.1287,4.55
10909,1.6706,4.55
10912,1.6706,4.55
10913,0.1919,4.55
10917,0.1919,4.55
10924,0.5337,4.13
10928,0.5337,4.13
10929,0.25,4.13
10930,0.5337,4.13
10932,0.7543,4.27
10935,3.3685,4.57
10939,2.8634,4.57
10940,3.3685,4.57
10941,3.3685,4.57
10946,0.0555,3.43
10947,0.0555,3.43
10951,0.0555,3.43
10955,0.0545,3.43
10959,4.3836,4.32
10961,4.3836,4.32
10964,4.3836,4.32
10966,0.8649,4.3
10968,0.3054,4.33
10970,1.8432,4.33
10976,0.3444,4.33
10978,1.8432,4.33
10980,0.2326,4.33
10981,1.6058,4.33
10982,1.8432,4.33
10984,1.6058,4.33
10985,1.6058,4.33
10986,4.4564,4.68
10987,4.4564,4.68
10989,4.4564,4.68
10997,4.7243,4.68
11001,3.541,3.92
11002,3.1562,4.65
11003,3.541,3.92
11005,3.541,3.92
11006,8.1158,4.81
11011,1.4939,4.53
11013,8.8532,4.73
11017,3.2507,4.71
11018,3.2507,4.71
11021,2.8295,4.58
11022,3.2507,4.71
11025,0.5786,4.07
11026,0.5765,4.33
11028,0.6614,4.33
11030,0.5765,4.33
11032,0.6614,4.33
11033,0.2668,3.95
11035,0.5765,4.33
11036,0.6678,4.07
11037,0.6614,4.33
11044,0.437,4.12
11048,2.4565,4.58
11050,1.3894,4.47
11051,1.3894,4.47
11055,1.3894,4.47
11057,1.1774,4.47
11060,1.3008,4.47
11064,2.1712,4.51
11066,2.1712,4.51
11067,0.8434,4.51
11068,2.1712,4.51
11072,2.2568,4.55
11075,1.8045,4.5
11077,0.2139,4.49
11080,1.8045,4.5
11082,1.9185,4.52
11085,1.8045,4.5
11089,1.7946,3.99
11091,2.1764,4.53
11095,2.4898,3.99
11096,1.7946,3.99
11098,1.7946,3.99
11101,2.417,4.58
11103,1.6174,4.57
11104,1.8845,4.57
11105,1.8845,4.57
11106,1.2629,4.59
11111,1.8845,4.57
11113,1.6174,4.57
11114,1.6174,4.57
11117,3.6704,4.59
11119,0.5271,4.28
11124,0.4821,4.16
11127,0.5271,4.28
11128,0.5271,4.28
11129,0.5178,4.03
11131,1.236,4.5
11134,1.236,4.5
11136,0.6581,4.5
11138,0.8038,4.28
11144,0.6581,4.5
11145,0.9679,4.33
11148,0.8297,4.33
11151,1.236,4.5
11152,0.6581,4.5
11155,3.1322,4.19
11158,3.1322,4.19
11159,3.1322,4.19
11162,6.3602,4.52
11164,2.0303,4.54
11167,1.3905,4.52
11171,1.1295,4.3
11173,1.3905,4.52
11175,1.3905,4.52
11179,1.3282,4.41
11181,1.5359,4.63
11182,1.5359,4.63
11184,0.7825,4.56
11187,1.5359,4.63
11192,2.2479,4.51
11195,1.208,4.55
11198,5.3048,4.55
11201,2.9001,4.55
11202,0.7888,4.55
11203,0.9346,4.6
11205,1.208,4.55
11206,2.9001,4.55
11208,5.3048,4.55
11209,2.0064,4.55
11210,0.7888,4.55
11214,2.61,4.58
11216,1.2783,4.6
11219,0.7888,4.55
11223,2.0064,4.55
11225,2.76,4.61
11228,2.0064,4.55
11229,1.208,4.55
11230,0.97,4.6
11232,2.1829,4.6
11233,5.3048,4.55
11234,0.8903,4.6
11238,2.9001,4.55
11240,1.2732,4.6
11241,2.7923,4.6
11242,2.4408,4.56
11247,3.5473,4.64
11248,3.5473,4.64
11250,3.1609,4.65
11252,3.5473,4.64
11255,6.5892,4.59
11256,6.952,4.62
11262,6.5892,4.59
11264,2.0421,4.53
11265,6.5892,4.59
11270,6.6171,4.66
11272,22.3991,4.66
11275,6.6171,4.66
11282,6.6171,4.66
11284,3.0566,4.6
11286,1.4263,4.43
11287,51.2975,4.51
11292,6.8119,4.51
11295,2.85,3.99
11298,51.2975,4.51
11299,6.8119,4.51
11302,6.8119,4.51
11307,1.8868,4.6
11309,1.8868,4.6
11313,1.4671,4.6
11314,1.8868,4.6
11316,2.3861,4.58
11317,0.4536,2.41
11318,0.9043,4.5
11320,0.9043,4.5
11324,0.8741,4.32
11327,0.9043,4.5
11329,4.3305,4.54
11331,1.8462,4.54
11334,4.3305,4.54
11335,3.2762,4.65
11339,4.3305,4.54
11342,1.9586,4.58
11343,3.8612,3.95
11347,2.6198,3.95
11348,2.6198,3.95
11349,2.6198,3.95
11350,3.8612,3.95
11353,0.7915,4.26
11355,6.4279,4.77
11360,4.3149,4.55
11364,4.3149,4.55
11365,2.3447,4.58
11367,4.3149,4.55
11371,4.7276,4.56
11372,0.1029,4.64
11374,5.4395,4.56
11376,5.4395,4.56
11380,5.4395,4.56
11382,2.8767,4.61
11388,0.52,4.16
11391,0.3061,4.16
11392,0.3061,4.16
11395,0.6329,4.15
11396,0.3954,4.08
11400,1.5385,4.16
11401,1.5385,4.16
11402,0.2474,4.15
11404,1.5385,4.16
11406,0.3061,4.16
11412,3.236,4.6
11414,2.318,4.59
11417,2.318,4.59
11418,3.0408,4.63
11419,2.318,4.59
11421,3.808,4.15
11423,1.0628,4.15
11424,3.7949,4.47
11425,3.7949,4.47
11432,1.0708,4.47
11434,3.7949,4.47
11435,1.0708,4.47
11436,1.0708,4.47
11437,7.7359,4.65
11443,7.7359,4.65
11448,7.7359,4.65
11449,8.0602,4.65
11452,1.11,4.5
11454,1.1928,4.5
11457,1.11,4.5
11458,1.5056,4.45
11460,1.11,4.5
11464,3.0101,4.57
11466,3.0369,4.47
11468,3.0101,4.57
11472,2.6232,4.6
11475,3.0101,4.57
11477,1.4738,4.46
11478,11.6479,4.48
11480,11.6479,4.48
11481,0.692,4.24
11482,11.6479,4.48
11492,0.1926,4.55
11493,0.1926,4.55
11494,1.8683,4.51
11499,0.3502,4.51
11501,0.1926,4.55
11503,7.3847,4.4
11508,5.4159,4.4
11509,2.2076,4.54
11510,7.3847,4.4
11511,7.3847,4.4
11513,2.4467,4.58
11514,3.2773,4.59
11517,3.2773,4.59
11522,3.2773,4.59
11524,4.1722,4.59
11526,4.1722,4.59
11527,2.1141,4.55
11529,3.9606,4.55
11530,4.1722,4.59
11531,0.6661,3.91
11532,1.0771,3.91
11535,0.6661,3.91
11536,2.3206,4.53
11543,0.6661,3.91
11546,1.0588,4.08
11547,1.0588,4.08
11552,0.3234,4.39
11556,0.8412,4.08
11560,1.3035,4.43
11562,1.0588,4.08
11563,0.8412,4.08
11565,0.5339,4.08
11567,3.5345,4.69
11568,0.5339,4.08
11569,0.5448,4.39
11570,0.8412,4.08
11574,0.5464,4.39
11577,0.5339,4.08
11584,1.6429,4.45
11586,1.5206,4.5
11587,1.5206,4.5
11590,1.5198,4.46
11591,1.5206,4.5
11592,0.0484,4.49
11593,0.0484,4.49
11596,0.0742,4.49
11603,0.3269,4.03
11604,0.0484,4.49
11605,2.9117,4.69
11606,2.9265,4.69
11607,3.8503,4.69
11611,2.9265,4.69
11613,2.9265,4.69
11615,3.8503,4.69
11618,4.4409,4.69
11622,1.7348,4.5
11623,0.7627,4.5
11624,0.7143,4.5
11626,0.7143,4.5
11627,0.7143,4.5
11636,3.3756,4.43
11638,1.3972,4.44
11639,3.3929,4.41
11643,3.3929,4.41
11644,3.3929,4.41
11646,8.9875,4.61
11650,8.9875,4.61
11655,8.9875,4.61
11656,3.6432,4.61
11658,2.2738,4.56
11660,4.4591,4.48
11662,4.4591,4.48
11667,4.4591,4.48
11671,0.2728,4.4
11672,0.2574,3.94
11673,3.8101,4.47
11674,0.8565,4.33
11675,3.8101,4.47
11678,0.25,4.33
11680,3.8101,4.47
11681,1.7698,4.47
11682,1.7698,4.47
11683,2.1476,4.47
11689,2.1476,4.47
11691,2.1476,4.47
11692,0.5932,4.33
11693,1.7698,4.47
11695,0.8123,4.66
11699,0.8123,4.66
11702,0.8123,4.66
11705,0.2178,4.66
11706,0.7723,4.21
11713,1.0852,4.79
11714,4.1002,4.77
11715,1.0852,4.79
11717,4.0178,4.66
11720,1.0852,4.79
11721,1.0344,4.23
11724,2.1739,4.23
11725,2.1739,4.23
11730,0.4702,4.34
11734,2.1739,4.23
11737,1.3222,4.43
11741,0.46,4.15
11742,2.6662,4.23
11744,0.2388,4.34
11745,2.6662,4.23
11746,0.5109,4.34
11748,2.6662,4.23
11751,1.0344,4.23
11754,2.6415,3.88
11756,1.3508,4.43
11757,0.927,4.41
11758,3.2628,4.41
11761,3.2628,4.41
11764,1.0877,3.88
11765,0.927,4.41
11767,0.927,4.41
11772,3.2628,4.41
11777,0.9201,4.29
11779,0.9201,4.29
11780,0.9201,4.29
11782,0.9335,4.09
11784,0.6253,4.24
11786,2.3666,4.55
11787,1.6012,4.48
11788,2.0657,4.55
11789,2.0657,4.55
11797,2.0657,4.55
11798,2.2584,4.55
11800,1.4119,4.55
11802,10.2194,4.7
11805,9.6081,4.57
11807,4.2258,4.7
11808,10.2194,4.7
11811,10.2194,4.7
11817,0.065,4.47
11818,0.0729,4.47
11820,0.0729,4.47
11824,0.4841,4.14
11825,0.0729,4.47
11829,4.4091,4.52
11832,4.2872,4.48
11834,4.4091,4.52
