,st_metratio
25301,[Fe/H]
25303,[Fe/H]
25305,[Fe/H]
25306,[Fe/H]
25307,[Fe/H]
25310,[M/H]
25311,[Fe/H]
25313,[Fe/H]
25315,[Fe/H]
25316,[Fe/H]
25317,[Fe/H]
25319,[Fe/H]
25322,[Fe/H]
25326,[Fe/H]
25327,[Fe/H]
25329,[Fe/H]
25331,[Fe/H]
25334,[Fe/H]
25335,[Fe/H]
25336,[Fe/H]
25337,[Fe/H]
25338,[Fe/H]
25341,[Fe/H]
25342,[Fe/H]
25344,[Fe/H]
25346,[Fe/H]
25347,[Fe/H]
25348,[Fe/H]
25349,[Fe/H]
25350,[Fe/H]
25351,[Fe/H]
25355,[Fe/H]
25356,[Fe/H]
25358,[Fe/H]
25361,[M/H]
25362,[Fe/H]
25366,[Fe/H]
25367,[Fe/H]
25368,[Fe/H]
25370,[Fe/H]
25371,[Fe/H]
25372,[Fe/H]
25374,[Fe/H]
25375,[Fe/H]
25376,[Fe/H]
25377,[Fe/H]
25381,[Fe/H]
25382,[Fe/H]
25386,[M/H]
25388,[Fe/H]
25390,[Fe/H]
25391,[Fe/H]
25393,[Fe/H]
25394,[Fe/H]
25397,[Fe/H]
25399,[Fe/H]
25400,[Fe/H]
25401,[Fe/H]
25402,[Fe/H]
25408,[Fe/H]
25410,[Fe/H]
25411,[Fe/H]
25412,[M/H]
25414,[Fe/H]
25418,[Fe/H]
25420,[Fe/H]
25421,[Fe/H]
25422,[Fe/H]
25424,[Fe/H]
25426,[Fe/H]
25429,[Fe/H]
25431,[Fe/H]
25432,[Fe/H]
25436,[Fe/H]
25438,[Fe/H]
25439,[Fe/H]
25442,[Fe/H]
25443,[Fe/H]
25447,[Fe/H]
25448,[Fe/H]
25449,[M/H]
25451,[Fe/H]
25452,[Fe/H]
25455,[Fe/H]
25456,[M/H]
25457,[Fe/H]
25458,[Fe/H]
25462,[Fe/H]
25464,[Fe/H]
25466,[Fe/H]
25467,[Fe/H]
25468,[M/H]
25469,[Fe/H]
25470,[Fe/H]
25471,[Fe/H]
25473,[Fe/H]
25475,[Fe/H]
25477,[Fe/H]
25482,[Fe/H]
25485,[Fe/H]
25486,[Fe/H]
25487,[Fe/H]
25489,[Fe/H]
25491,[Fe/H]
25495,[Fe/H]
25497,[Fe/H]
25499,[Fe/H]
25501,[Fe/H]
25502,[Fe/H]
25503,[Fe/H]
25506,[Fe/H]
25508,[Fe/H]
25511,[Fe/H]
25513,[Fe/H]
25517,[Fe/H]
25518,[Fe/H]
25520,[Fe/H]
25521,[Fe/H]
25522,[Fe/H]
25523,[Fe/H]
25529,[Fe/H]
25532,[Fe/H]
25533,[Fe/H]
25534,[Fe/H]
25536,[Fe/H]
25538,[Fe/H]
25539,[Fe/H]
25540,[Fe/H]
25543,[Fe/H]
25546,[Fe/H]
25547,[Fe/H]
25548,[Fe/H]
25549,[Fe/H]
25550,[M/H]
25551,[Fe/H]
25553,[Fe/H]
25554,[Fe/H]
25558,[Fe/H]
25559,[Fe/H]
25561,[Fe/H]
25563,[Fe/H]
25566,[Fe/H]
25567,[Fe/H]
25568,[Fe/H]
25572,[M/H]
25573,[Fe/H]
25574,[Fe/H]
25575,[Fe/H]
25578,[Fe/H]
25579,[Fe/H]
25580,[Fe/H]
25581,[Fe/H]
25585,[Fe/H]
25588,[Fe/H]
25589,[Fe/H]
25590,[Fe/H]
25591,[M/H]
25592,[Fe/H]
25594,[Fe/H]
25596,[Fe/H]
25598,[Fe/H]
25599,[Fe/H]
25602,[Fe/H]
25603,[Fe/H]
25605,[Fe/H]
25607,[M/H]
25610,[Fe/H]
25612,[Fe/H]
25616,[Fe/H]
25617,[Fe/H]
25620,[Fe/H]
25623,[Fe/H]
25624,[M/H]
25625,[Fe/H]
25626,[Fe/H]
25628,[Fe/H]
25630,[Fe/H]
25631,[Fe/H]
25634,[Fe/H]
25640,[M/H]
25641,[Fe/H]
25642,[Fe/H]
25645,[Fe/H]
25646,[Fe/H]
25647,[Fe/H]
25648,[Fe/H]
25649,[M/H]
25650,[Fe/H]
25651,[Fe/H]
25652,[Fe/H]
25657,[Fe/H]
25660,[Fe/H]
25661,[Fe/H]
25662,[Fe/H]
25665,[Fe/H]
25668,[Fe/H]
25669,[Fe/H]
25670,[Fe/H]
25672,[M/H]
25677,[Fe/H]
25680,[Fe/H]
25681,[Fe/H]
25682,[Fe/H]
25686,[Fe/H]
25687,[Fe/H]
25688,[Fe/H]
25689,[Fe/H]
25690,[Fe/H]
25692,[Fe/H]
25693,[Fe/H]
25697,[Fe/H]
25698,[Fe/H]
25700,[Fe/H]
25701,[Fe/H]
25702,[Fe/H]
25706,[Fe/H]
25708,[M/H]
25710,[Fe/H]
25711,[Fe/H]
25712,[Fe/H]
25714,[Fe/H]
25715,[Fe/H]
25716,[Fe/H]
25717,[Fe/H]
25718,[Fe/H]
25719,[Fe/H]
25720,[Fe/H]
25727,[Fe/H]
25729,[Fe/H]
25732,[Fe/H]
25734,[Fe/H]
25735,[Fe/H]
25737,[Fe/H]
25741,[Fe/H]
25742,[Fe/H]
25744,[M/H]
25745,[Fe/H]
25746,[M/H]
25747,[Fe/H]
25748,[Fe/H]
25749,[Fe/H]
25751,[Fe/H]
25756,[Fe/H]
25757,[Fe/H]
25763,[Fe/H]
25764,[Fe/H]
25765,[Fe/H]
25766,[Fe/H]
25767,[Fe/H]
25768,[Fe/H]
25769,[Fe/H]
25772,[Fe/H]
25775,[Fe/H]
25778,[Fe/H]
25780,[Fe/H]
25781,[Fe/H]
25782,[Fe/H]
25784,[Fe/H]
25785,[Fe/H]
25787,[Fe/H]
25791,[M/H]
25794,[Fe/H]
25798,[Fe/H]
25799,[Fe/H]
25800,[Fe/H]
25802,[Fe/H]
25805,[Fe/H]
25807,[Fe/H]
25808,[Fe/H]
25809,[Fe/H]
25810,[Fe/H]
25811,[Fe/H]
25814,[Fe/H]
25816,[Fe/H]
25817,[Fe/H]
25819,[Fe/H]
25821,[Fe/H]
25822,[Fe/H]
25823,[M/H]
25824,[Fe/H]
25828,[Fe/H]
25829,[Fe/H]
25830,[Fe/H]
25832,[Fe/H]
25834,[Fe/H]
25839,[Fe/H]
25841,[Fe/H]
25842,[Fe/H]
25843,[Fe/H]
25846,[Fe/H]
25848,[Fe/H]
25849,[Fe/H]
25850,[Fe/H]
25852,[Fe/H]
25854,[Fe/H]
25855,[M/H]
25857,[Fe/H]
25860,[Fe/H]
25861,[Fe/H]
25864,[Fe/H]
25866,[Fe/H]
25872,[Fe/H]
25873,[Fe/H]
25874,[Fe/H]
25875,[Fe/H]
25876,[M/H]
25877,[Fe/H]
25880,[Fe/H]
25882,[Fe/H]
25883,[Fe/H]
25884,[Fe/H]
25885,[Fe/H]
25886,[Fe/H]
25888,[Fe/H]
25889,[Fe/H]
25890,[Fe/H]
25891,[Fe/H]
25897,[Fe/H]
25899,[Fe/H]
25901,[Fe/H]
25902,[Fe/H]
25905,[M/H]
25907,[Fe/H]
25909,[Fe/H]
25912,[Fe/H]
25913,[Fe/H]
25914,[Fe/H]
25915,[Fe/H]
25916,[Fe/H]
25918,[Fe/H]
25919,[Fe/H]
25922,[Fe/H]
25923,[Fe/H]
25924,[Fe/H]
25929,[Fe/H]
25931,[Fe/H]
25932,[Fe/H]
25936,[Fe/H]
25938,[Fe/H]
25939,[Fe/H]
25942,[Fe/H]
25943,[Fe/H]
25944,[Fe/H]
25945,[Fe/H]
25948,[Fe/H]
25950,[Fe/H]
25951,[Fe/H]
25954,[Fe/H]
25956,[Fe/H]
25958,[Fe/H]
25962,[Fe/H]
25963,[Fe/H]
25966,[Fe/H]
25967,[Fe/H]
25968,[Fe/H]
25970,[Fe/H]
25971,[Fe/H]
25973,[Fe/H]
25975,[Fe/H]
25976,[Fe/H]
25978,[M/H]
25979,[Fe/H]
25980,[Fe/H]
25984,[Fe/H]
25988,[Fe/H]
25989,[Fe/H]
25991,[Fe/H]
25992,[Fe/H]
25994,[Fe/H]
25998,[Fe/H]
25999,[Fe/H]
26001,[Fe/H]
26004,[Fe/H]
26006,[Fe/H]
26007,[Fe/H]
26010,[Fe/H]
26013,[Fe/H]
26016,[Fe/H]
26018,[Fe/H]
26020,[Fe/H]
26021,[Fe/H]
26023,[Fe/H]
26025,[Fe/H]
26026,[Fe/H]
26028,[Fe/H]
26030,[Fe/H]
26031,[Fe/H]
26032,[Fe/H]
26034,[Fe/H]
26035,[Fe/H]
26036,[Fe/H]
26038,[Fe/H]
26040,[Fe/H]
26042,[Fe/H]
26044,[Fe/H]
26049,[M/H]
26053,[Fe/H]
26054,[Fe/H]
26057,[Fe/H]
26058,[Fe/H]
26065,[Fe/H]
26067,[Fe/H]
26069,[Fe/H]
26070,[Fe/H]
26072,[Fe/H]
26073,[Fe/H]
26075,[Fe/H]
26076,[Fe/H]
26077,[Fe/H]
26080,[Fe/H]
26083,[Fe/H]
26084,[Fe/H]
26086,[Fe/H]
26089,[Fe/H]
26091,[Fe/H]
26094,[Fe/H]
26095,[Fe/H]
26096,[Fe/H]
26099,[Fe/H]
26101,[M/H]
26104,[Fe/H]
26105,[Fe/H]
26106,[Fe/H]
26109,[Fe/H]
26110,[Fe/H]
26114,[Fe/H]
26115,[Fe/H]
26116,[Fe/H]
26117,[Fe/H]
26119,[Fe/H]
26121,[Fe/H]
26123,[Fe/H]
26124,[Fe/H]
26125,[Fe/H]
26126,[Fe/H]
26129,[Fe/H]
26130,[Fe/H]
26135,[Fe/H]
26142,[Fe/H]
26143,[Fe/H]
26145,[Fe/H]
26146,[Fe/H]
26148,[Fe/H]
26150,[Fe/H]
26152,[Fe/H]
26153,[Fe/H]
26157,[Fe/H]
26159,[Fe/H]
26160,[Fe/H]
26161,[Fe/H]
26162,[Fe/H]
26163,[Fe/H]
26164,[M/H]
26166,[Fe/H]
26167,[M/H]
26169,[Fe/H]
26170,[Fe/H]
26171,[Fe/H]
26173,[Fe/H]
26176,[Fe/H]
26177,[Fe/H]
26180,[Fe/H]
26183,[Fe/H]
26186,[Fe/H]
26187,[Fe/H]
26191,[Fe/H]
26192,[Fe/H]
26195,[Fe/H]
26197,[Fe/H]
26201,[Fe/H]
26203,[Fe/H]
26205,[Fe/H]
26206,[Fe/H]
26207,[Fe/H]
26209,[Fe/H]
26210,[Fe/H]
26214,[Fe/H]
26215,[Fe/H]
26217,[Fe/H]
26218,[Fe/H]
26220,[M/H]
26221,[Fe/H]
26224,[Fe/H]
26226,[Fe/H]
26227,[Fe/H]
26231,[Fe/H]
26235,[Fe/H]
26238,[Fe/H]
26241,[Fe/H]
26243,[Fe/H]
26244,[Fe/H]
26245,[Fe/H]
26246,[Fe/H]
26247,[Fe/H]
26248,[Fe/H]
26251,[Fe/H]
26254,[Fe/H]
26255,[Fe/H]
26256,[Fe/H]
26265,[Fe/H]
26269,[Fe/H]
26271,[Fe/H]
26272,[Fe/H]
26275,[Fe/H]
26276,[Fe/H]
26278,[Fe/H]
26279,[Fe/H]
26280,[Fe/H]
26281,[Fe/H]
26284,[Fe/H]
26286,[Fe/H]
26294,[Fe/H]
26295,[Fe/H]
26296,[Fe/H]
26297,[Fe/H]
26298,[Fe/H]
26300,[Fe/H]
26301,[Fe/H]
26302,[Fe/H]
26304,[Fe/H]
26306,[Fe/H]
26308,[Fe/H]
26310,[Fe/H]
26311,[Fe/H]
26312,[Fe/H]
26313,[M/H]
26316,[Fe/H]
26318,[Fe/H]
26319,[Fe/H]
26322,[Fe/H]
26324,[Fe/H]
26327,[Fe/H]
26329,[Fe/H]
26330,[Fe/H]
26331,[Fe/H]
26332,[Fe/H]
26337,[Fe/H]
26338,[Fe/H]
26340,[Fe/H]
26342,[Fe/H]
26343,[M/H]
26345,[Fe/H]
26346,[Fe/H]
26348,[Fe/H]
26351,[Fe/H]
26353,[Fe/H]
26356,[Fe/H]
26358,[Fe/H]
26361,[Fe/H]
26362,[Fe/H]
26364,[Fe/H]
26365,[Fe/H]
26367,[Fe/H]
26369,[Fe/H]
26371,[Fe/H]
26372,[Fe/H]
26375,[Fe/H]
26380,[Fe/H]
26381,[Fe/H]
26384,[Fe/H]
26385,[Fe/H]
26386,[Fe/H]
26388,[Fe/H]
26389,[Fe/H]
26391,[Fe/H]
26392,[Fe/H]
26394,[Fe/H]
26396,[Fe/H]
26397,[Fe/H]
26400,[Fe/H]
26405,[Fe/H]
26406,[Fe/H]
26407,[Fe/H]
26408,[Fe/H]
26409,[Fe/H]
26410,[Fe/H]
26411,[Fe/H]
26412,[Fe/H]
26417,[Fe/H]
26418,[Fe/H]
26422,[Fe/H]
26425,[Fe/H]
26426,[Fe/H]
26428,[Fe/H]
26429,[Fe/H]
26433,[Fe/H]
26440,[Fe/H]
26441,[Fe/H]
26442,[Fe/H]
26443,[Fe/H]
26444,[Fe/H]
26445,[Fe/H]
26447,[Fe/H]
26448,[M/H]
26449,[Fe/H]
26450,[Fe/H]
26452,[Fe/H]
26453,[Fe/H]
26455,[M/H]
26456,[Fe/H]
26458,[Fe/H]
26460,[Fe/H]
26461,[Fe/H]
26464,[Fe/H]
26465,[M/H]
26467,[Fe/H]
26468,[Fe/H]
26471,[Fe/H]
26476,[Fe/H]
26477,[Fe/H]
26478,[Fe/H]
26482,[Fe/H]
26483,[Fe/H]
26484,[Fe/H]
26487,[Fe/H]
26489,[Fe/H]
26492,[Fe/H]
26493,[Fe/H]
26494,[Fe/H]
26497,[Fe/H]
26499,[Fe/H]
26501,[Fe/H]
26502,[Fe/H]
26503,[Fe/H]
26507,[Fe/H]
26508,[Fe/H]
26509,[M/H]
26510,[Fe/H]
26511,[Fe/H]
26514,[Fe/H]
26516,[Fe/H]
26517,[Fe/H]
26518,[Fe/H]
26520,[Fe/H]
26525,[Fe/H]
26527,[Fe/H]
26528,[Fe/H]
26529,[Fe/H]
26531,[Fe/H]
26533,[Fe/H]
26534,[Fe/H]
26535,[Fe/H]
26536,[Fe/H]
26541,[Fe/H]
26542,[Fe/H]
26549,[Fe/H]
26553,[Fe/H]
26555,[Fe/H]
26556,[Fe/H]
26558,[Fe/H]
26559,[Fe/H]
26562,[Fe/H]
26563,[Fe/H]
26565,[Fe/H]
26568,[Fe/H]
26571,[Fe/H]
26572,[Fe/H]
26575,[Fe/H]
26576,[Fe/H]
26578,[Fe/H]
26579,[Fe/H]
26580,[Fe/H]
26581,[Fe/H]
26587,[Fe/H]
26588,[Fe/H]
26591,[Fe/H]
26594,[Fe/H]
26595,[Fe/H]
26597,[Fe/H]
26599,[Fe/H]
26602,[Fe/H]
26603,[Fe/H]
26606,[Fe/H]
26607,[Fe/H]
26608,[Fe/H]
26613,[Fe/H]
26615,[Fe/H]
26616,[Fe/H]
26617,[Fe/H]
26618,[Fe/H]
26619,[Fe/H]
26624,[Fe/H]
26625,[Fe/H]
26626,[Fe/H]
26627,[Fe/H]
26631,[Fe/H]
26632,[Fe/H]
26636,[Fe/H]
26639,[Fe/H]
26641,[Fe/H]
26643,[Fe/H]
26645,[Fe/H]
26648,[Fe/H]
26650,[Fe/H]
26651,[Fe/H]
26652,[Fe/H]
26653,[Fe/H]
26655,[Fe/H]
26656,[Fe/H]
26659,[Fe/H]
26660,[Fe/H]
26661,[Fe/H]
26662,[Fe/H]
26666,[Fe/H]
26667,[Fe/H]
26669,[Fe/H]
26673,[Fe/H]
26675,[Fe/H]
26677,[Fe/H]
26678,[Fe/H]
26679,[Fe/H]
26687,[Fe/H]
26690,[Fe/H]
26691,[Fe/H]
26692,[Fe/H]
26694,[Fe/H]
26695,[Fe/H]
26696,[Fe/H]
26698,[M/H]
26699,[Fe/H]
26700,[Fe/H]
26702,[Fe/H]
26704,[Fe/H]
26705,[Fe/H]
26706,[Fe/H]
26711,[Fe/H]
26712,[Fe/H]
26713,[Fe/H]
26715,[Fe/H]
26716,[Fe/H]
26717,[Fe/H]
26718,[Fe/H]
26721,[Fe/H]
26723,[Fe/H]
26725,[M/H]
26727,[Fe/H]
26728,[Fe/H]
26730,[Fe/H]
26736,[Fe/H]
26737,[Fe/H]
26738,[Fe/H]
26739,[Fe/H]
26742,[Fe/H]
26745,[Fe/H]
26747,[Fe/H]
26750,[Fe/H]
26752,[M/H]
26753,[Fe/H]
26756,[M/H]
26758,[M/H]
26760,[Fe/H]
26762,[Fe/H]
26764,[Fe/H]
26766,[Fe/H]
26767,[Fe/H]
26768,[Fe/H]
26769,[Fe/H]
26772,[Fe/H]
26773,[Fe/H]
26774,[Fe/H]
26775,[Fe/H]
26776,[Fe/H]
26780,[Fe/H]
26781,[Fe/H]
26784,[Fe/H]
26785,[Fe/H]
26790,[Fe/H]
26794,[Fe/H]
26796,[Fe/H]
26797,[Fe/H]
26800,[Fe/H]
26801,[Fe/H]
26804,[Fe/H]
26805,[Fe/H]
26806,[Fe/H]
26807,[Fe/H]
26810,[Fe/H]
26814,[Fe/H]
26815,[Fe/H]
26817,[Fe/H]
26818,[Fe/H]
26821,[Fe/H]
26822,[Fe/H]
26825,[Fe/H]
26828,[Fe/H]
26829,[Fe/H]
26830,[M/H]
26831,[Fe/H]
26832,[Fe/H]
26833,[Fe/H]
26835,[Fe/H]
26839,[Fe/H]
26840,[Fe/H]
26842,[Fe/H]
26845,[Fe/H]
26849,[Fe/H]
26851,[Fe/H]
26854,[Fe/H]
26856,[Fe/H]
26857,[Fe/H]
26858,[Fe/H]
26860,[Fe/H]
26861,[Fe/H]
26863,[Fe/H]
26865,[Fe/H]
26869,[Fe/H]
26870,[Fe/H]
26872,[Fe/H]
26873,[Fe/H]
26875,[Fe/H]
26876,[Fe/H]
26882,[Fe/H]
26883,[Fe/H]
26886,[Fe/H]
26887,[Fe/H]
26888,[Fe/H]
26890,[Fe/H]
26892,[Fe/H]
26894,[Fe/H]
26895,[Fe/H]
26897,[Fe/H]
26898,[Fe/H]
26899,[Fe/H]
26900,[Fe/H]
26901,[Fe/H]
26910,[Fe/H]
26914,[Fe/H]
26916,[Fe/H]
26917,[Fe/H]
26918,[Fe/H]
26920,[Fe/H]
26921,[Fe/H]
26922,[M/H]
26925,[Fe/H]
26929,[Fe/H]
26930,[Fe/H]
26931,[Fe/H]
26933,[Fe/H]
26934,[Fe/H]
26936,[Fe/H]
26939,[Fe/H]
26940,[Fe/H]
26941,[Fe/H]
26942,[Fe/H]
26944,[Fe/H]
26951,[Fe/H]
26952,[Fe/H]
26953,[Fe/H]
26954,[Fe/H]
26955,[Fe/H]
26956,[Fe/H]
26958,[Fe/H]
26959,[Fe/H]
26963,[Fe/H]
26965,[Fe/H]
26966,[Fe/H]
26970,[Fe/H]
26971,[Fe/H]
26974,[Fe/H]
26976,[Fe/H]
26977,[Fe/H]
26981,[Fe/H]
26984,[Fe/H]
26985,[Fe/H]
26988,[Fe/H]
26989,[Fe/H]
26991,[Fe/H]
26992,[Fe/H]
26993,[Fe/H]
26994,[Fe/H]
26995,[Fe/H]
26997,[Fe/H]
27002,[Fe/H]
27003,[Fe/H]
27004,[Fe/H]
27005,[Fe/H]
27006,[Fe/H]
27007,[Fe/H]
27011,[Fe/H]
27013,[Fe/H]
27015,[Fe/H]
27017,[Fe/H]
27018,[M/H]
27023,[Fe/H]
27024,[Fe/H]
27025,[Fe/H]
27027,[Fe/H]
27028,[Fe/H]
27030,[Fe/H]
27032,[Fe/H]
27033,[Fe/H]
27036,[Fe/H]
27040,[Fe/H]
27041,[Fe/H]
27045,[Fe/H]
27048,[Fe/H]
27049,[Fe/H]
27050,[Fe/H]
27051,[Fe/H]
27052,[Fe/H]
27053,[Fe/H]
27054,[Fe/H]
27056,[Fe/H]
27057,[Fe/H]
27060,[Fe/H]
27061,[Fe/H]
27064,[Fe/H]
27066,[M/H]
27067,[Fe/H]
27070,[M/H]
27071,[Fe/H]
27074,[Fe/H]
27075,[M/H]
27076,[Fe/H]
27078,[Fe/H]
27083,[Fe/H]
27085,[Fe/H]
27088,[Fe/H]
27090,[Fe/H]
27091,[Fe/H]
27093,[Fe/H]
27096,[Fe/H]
27097,[M/H]
27100,[Fe/H]
27101,[Fe/H]
27103,[Fe/H]
27104,[Fe/H]
27105,[Fe/H]
27106,[Fe/H]
27109,[Fe/H]
27110,[Fe/H]
27115,[Fe/H]
27116,[Fe/H]
27118,[Fe/H]
27119,[Fe/H]
27120,[Fe/H]
27122,[Fe/H]
27123,[M/H]
27126,[Fe/H]
27127,[Fe/H]
27128,[Fe/H]
27129,[Fe/H]
27132,[Fe/H]
27133,[Fe/H]
27135,[Fe/H]
27137,[M/H]
27139,[Fe/H]
27140,[Fe/H]
27144,[Fe/H]
27147,[Fe/H]
27148,[Fe/H]
27149,[Fe/H]
27150,[Fe/H]
27153,[Fe/H]
27155,[M/H]
27156,[Fe/H]
27157,[Fe/H]
27158,[Fe/H]
27160,[Fe/H]
27162,[Fe/H]
27164,[Fe/H]
27165,[Fe/H]
27168,[Fe/H]
27171,[M/H]
27172,[Fe/H]
27173,[Fe/H]
27174,[Fe/H]
27175,[Fe/H]
27178,[Fe/H]
27179,[Fe/H]
27180,[Fe/H]
27184,[Fe/H]
27189,[Fe/H]
27190,[Fe/H]
27191,[Fe/H]
27192,[Fe/H]
27193,[Fe/H]
27194,[Fe/H]
27195,[Fe/H]
27197,[Fe/H]
27201,[Fe/H]
27202,[Fe/H]
27203,[Fe/H]
27205,[Fe/H]
27207,[Fe/H]
27208,[Fe/H]
27211,[Fe/H]
27212,[Fe/H]
27219,[Fe/H]
27221,[Fe/H]
27222,[Fe/H]
27223,[Fe/H]
27228,[Fe/H]
27229,[Fe/H]
27233,[Fe/H]
27235,[Fe/H]
27237,[Fe/H]
27238,[Fe/H]
27240,[Fe/H]
27242,[Fe/H]
27243,[Fe/H]
27247,[Fe/H]
27248,[Fe/H]
27249,[Fe/H]
27250,[Fe/H]
27253,[Fe/H]
27254,[Fe/H]
27255,[Fe/H]
27259,[Fe/H]
27261,[Fe/H]
27262,[Fe/H]
27263,[Fe/H]
27264,[Fe/H]
27267,[M/H]
27268,[Fe/H]
27273,[Fe/H]
27276,[Fe/H]
27278,[Fe/H]
27280,[Fe/H]
27281,[Fe/H]
27283,[Fe/H]
27286,[Fe/H]
27287,[M/H]
27288,[Fe/H]
27289,[Fe/H]
27290,[Fe/H]
27292,[Fe/H]
27293,[Fe/H]
27296,[Fe/H]
27298,[Fe/H]
27301,[Fe/H]
27303,[Fe/H]
27305,[Fe/H]
27308,[Fe/H]
27310,[Fe/H]
27312,[Fe/H]
27313,[Fe/H]
27314,[Fe/H]
27316,[Fe/H]
27317,[Fe/H]
27319,[Fe/H]
27322,[Fe/H]
27326,[Fe/H]
27328,[Fe/H]
27330,[Fe/H]
27331,[Fe/H]
27333,[Fe/H]
27334,[M/H]
27335,[Fe/H]
27336,[Fe/H]
27339,[Fe/H]
27341,[M/H]
27343,[Fe/H]
27344,[Fe/H]
27345,[Fe/H]
27348,[Fe/H]
27350,[Fe/H]
27352,[Fe/H]
27353,[Fe/H]
27354,[Fe/H]
27355,[Fe/H]
27356,[Fe/H]
27357,[Fe/H]
27362,[Fe/H]
27363,[Fe/H]
27365,[Fe/H]
27366,[Fe/H]
27369,[Fe/H]
27370,[Fe/H]
27371,[Fe/H]
27372,[Fe/H]
27373,[Fe/H]
27374,[Fe/H]
27375,[Fe/H]
27378,[Fe/H]
27385,[Fe/H]
27386,[Fe/H]
27389,[Fe/H]
27390,[Fe/H]
27391,[Fe/H]
27392,[Fe/H]
27394,[Fe/H]
27395,[Fe/H]
27397,[Fe/H]
27398,[Fe/H]
27402,[M/H]
27403,[Fe/H]
27404,[Fe/H]
27405,[Fe/H]
27406,[Fe/H]
27407,[Fe/H]
27408,[Fe/H]
27409,[Fe/H]
27411,[Fe/H]
27412,[Fe/H]
27413,[Fe/H]
27414,[Fe/H]
27415,[Fe/H]
27417,[Fe/H]
27423,[Fe/H]
27425,[Fe/H]
27427,[Fe/H]
27428,[Fe/H]
27430,[Fe/H]
27431,[Fe/H]
27432,[Fe/H]
27435,[Fe/H]
27437,[Fe/H]
27438,[Fe/H]
27444,[Fe/H]
27446,[Fe/H]
27447,[Fe/H]
27448,[M/H]
27451,[Fe/H]
27452,[Fe/H]
27454,[Fe/H]
27457,[Fe/H]
27463,[Fe/H]
27464,[Fe/H]
27465,[Fe/H]
27467,[Fe/H]
27469,[Fe/H]
27470,[Fe/H]
27471,[Fe/H]
27475,[Fe/H]
27477,[Fe/H]
27478,[Fe/H]
27480,[Fe/H]
27481,[Fe/H]
27482,[Fe/H]
27483,[Fe/H]
27485,[Fe/H]
27487,[Fe/H]
27488,[Fe/H]
27489,[M/H]
27491,[Fe/H]
27493,[Fe/H]
27494,[Fe/H]
27495,[Fe/H]
27502,[Fe/H]
27503,[Fe/H]
27505,[Fe/H]
27507,[Fe/H]
27508,[Fe/H]
27511,[Fe/H]
27512,[Fe/H]
27514,[Fe/H]
27516,[Fe/H]
27517,[Fe/H]
27520,[Fe/H]
27524,[Fe/H]
27525,[Fe/H]
27527,[Fe/H]
27531,[Fe/H]
27532,[Fe/H]
27533,[Fe/H]
27534,[Fe/H]
27536,[Fe/H]
27537,[Fe/H]
27543,[Fe/H]
27544,[Fe/H]
27547,[Fe/H]
27548,[Fe/H]
27550,[Fe/H]
27552,[Fe/H]
27553,[Fe/H]
27558,[Fe/H]
27561,[Fe/H]
27563,[Fe/H]
27564,[Fe/H]
27565,[Fe/H]
27567,[Fe/H]
27572,[Fe/H]
27575,[Fe/H]
27576,[Fe/H]
27578,[Fe/H]
27579,[Fe/H]
27581,[Fe/H]
27582,[Fe/H]
27583,[Fe/H]
27585,[Fe/H]
27586,[M/H]
27589,[Fe/H]
27592,[Fe/H]
27593,[Fe/H]
27594,[Fe/H]
27596,[Fe/H]
27599,[Fe/H]
27605,[Fe/H]
27611,[Fe/H]
27614,[Fe/H]
27615,[Fe/H]
27616,[Fe/H]
27617,[Fe/H]
27618,[M/H]
27619,[Fe/H]
27620,[Fe/H]
27621,[Fe/H]
27622,[Fe/H]
27628,[Fe/H]
27629,[Fe/H]
27630,[Fe/H]
27632,[Fe/H]
27634,[Fe/H]
27635,[Fe/H]
27636,[Fe/H]
27637,[Fe/H]
27639,[M/H]
27641,[Fe/H]
27647,[Fe/H]
27648,[Fe/H]
27649,[Fe/H]
27650,[M/H]
27652,[Fe/H]
27653,[Fe/H]
27654,[M/H]
27657,[Fe/H]
27658,[Fe/H]
27663,[Fe/H]
27664,[Fe/H]
27665,[Fe/H]
27666,[Fe/H]
27670,[Fe/H]
27671,[Fe/H]
27672,[Fe/H]
27674,[M/H]
27675,[Fe/H]
27680,[Fe/H]
27685,[Fe/H]
27687,[Fe/H]
27690,[Fe/H]
27691,[Fe/H]
27692,[Fe/H]
27693,[Fe/H]
27694,[Fe/H]
27697,[Fe/H]
27698,[Fe/H]
27699,[Fe/H]
27700,[Fe/H]
27703,[Fe/H]
27704,[Fe/H]
27705,[Fe/H]
27708,[Fe/H]
27711,[Fe/H]
27712,[Fe/H]
27713,[Fe/H]
27714,[Fe/H]
27716,[Fe/H]
27718,[Fe/H]
27720,[Fe/H]
27724,[Fe/H]
27727,[Fe/H]
27729,[Fe/H]
27730,[Fe/H]
27731,[Fe/H]
27732,[Fe/H]
27734,[Fe/H]
27736,[Fe/H]
27739,[Fe/H]
27740,[Fe/H]
27741,[Fe/H]
27742,[Fe/H]
27743,[Fe/H]
27744,[Fe/H]
27745,[Fe/H]
27746,[Fe/H]
27748,[Fe/H]
27754,[M/H]
27756,[Fe/H]
27761,[Fe/H]
27762,[Fe/H]
27763,[Fe/H]
27765,[Fe/H]
27769,[Fe/H]
27772,[Fe/H]
27773,[Fe/H]
27777,[Fe/H]
27779,[Fe/H]
27781,[Fe/H]
27782,[Fe/H]
27783,[Fe/H]
27786,[Fe/H]
27787,[Fe/H]
